nation,lsoa,overall_local_score,income_score,employment_score,GB_IMD_E_score,original_decile,E_expanded_decile,GB_IMD_E_rank,GB_IMD_E_pop_decile,GB_IMD_E_pop_quintile
W,W01001734,1.9,4,3,6.165319487,10,9,37153,9,5
E,E01022985,6.165,5.7,4.9,6.165,9,9,37155,9,5
E,E01031992,6.164,2.9,2.7,6.164,9,9,37157,9,5
E,E01028415,6.164,3.5,3.3,6.164,9,9,37157,9,5
E,E01016542,6.164,5.7,5,6.164,9,9,37157,9,5
E,E01026396,6.163,4.4,4.8,6.163,9,9,37161.5,9,5
E,E01017612,6.163,2.9,3.1,6.163,9,9,37161.5,9,5
E,E01023264,6.163,4.2,4.1,6.163,9,9,37161.5,9,5
E,E01004115,6.163,5.1,3.2,6.163,9,9,37161.5,9,5
E,E01020185,6.163,5.7,6.7,6.163,9,9,37161.5,9,5
E,E01010875,6.163,3.6,3.3,6.163,9,9,37161.5,9,5
S,S01007809,6.297419641,3,3,6.16270577,9,9,37165,9,5
E,E01022431,6.162,3.5,3.5,6.162,9,9,37166,9,5
E,E01031143,6.161,3.6,5.1,6.161,9,9,37167.5,9,5
E,E01015858,6.161,5.4,4.8,6.161,9,9,37167.5,9,5
E,E01030317,6.16,5.9,5.3,6.16,9,9,37169,9,5
E,E01002190,6.159,3.1,2.8,6.159,9,9,37170,9,5
S,S01010646,6.477502889,4,3,6.158636563,9,9,37171,9,5
E,E01025980,6.157,5.9,5.8,6.157,9,9,37173,9,5
E,E01031823,6.157,2.6,2.8,6.157,9,9,37173,9,5
E,E01032894,6.157,5.5,3.3,6.157,9,9,37173,9,5
S,S01009967,7.018258653,5,4,6.155482146,9,9,37175,9,5
E,E01021519,6.154,4.3,4.9,6.154,9,9,37176,9,5
S,S01010865,6.466616337,2,4,6.153002334,9,9,37177,9,5
E,E01030625,6.153,1.3,1.1,6.153,9,9,37179,9,5
E,E01025532,6.153,5,6.3,6.153,9,9,37179,9,5
E,E01029818,6.153,4.9,5.7,6.153,9,9,37179,9,5
E,E01013293,6.152,4.6,5.4,6.152,9,9,37181,9,5
E,E01019706,6.151,4.4,5.9,6.151,9,9,37182,9,5
E,E01000358,6.15,4.6,3.9,6.15,9,9,37184,9,5
E,E01025328,6.15,4.9,4,6.15,9,9,37184,9,5
E,E01028839,6.15,4.4,5.9,6.15,9,9,37184,9,5
E,E01022195,6.149,4.9,2.8,6.149,9,9,37186,9,5
E,E01031751,6.148,5.3,4,6.148,9,9,37187,9,5
E,E01011812,6.147,3.9,4.1,6.147,9,9,37188,9,5
E,E01031612,6.146,5.3,4.4,6.146,9,9,37189.5,9,5
E,E01032703,6.146,3.9,4.2,6.146,9,9,37189.5,9,5
E,E01010391,6.144,4,4.2,6.144,9,9,37192,9,5
E,E01017807,6.144,3.5,3.2,6.144,9,9,37192,9,5
E,E01022436,6.144,5.6,4.1,6.144,9,9,37192,9,5
E,E01023665,6.143,4.6,4.8,6.143,9,9,37194.5,9,5
E,E01022116,6.143,3.7,4.3,6.143,9,9,37194.5,9,5
E,E01006192,6.14,5,4.6,6.14,9,9,37197.5,9,5
E,E01014465,6.14,5.7,4.7,6.14,9,9,37197.5,9,5
E,E01028123,6.14,4.7,4.1,6.14,9,9,37197.5,9,5
E,E01008620,6.14,5.3,4.5,6.14,9,9,37197.5,9,5
S,S01007116,5.553364424,1,2,6.139998796,9,9,37200,9,5
S,S01012686,7.182904606,4,5,6.139911838,9,9,37201,9,5
E,E01004596,6.139,2.9,2.7,6.139,9,9,37202,9,5
E,E01022751,6.138,4.8,4.4,6.138,9,9,37203.5,9,5
E,E01016750,6.138,5.3,4.1,6.138,9,9,37203.5,9,5
E,E01022061,6.137,3.7,2,6.137,9,9,37205,9,5
S,S01006566,7.003637651,5,4,6.136632581,9,9,37206,9,5
E,E01032347,6.136,4.1,3.9,6.136,9,9,37207,9,5
E,E01000753,6.135,2.2,3.2,6.135,9,9,37209,9,5
E,E01031227,6.135,5.5,4.5,6.135,9,9,37209,9,5
E,E01031858,6.135,3.2,2.9,6.135,9,9,37209,9,5
S,S01012291,7.361574336,5,5,6.134020306,9,9,37211,9,5
E,E01024947,6.134,3.2,4,6.134,9,9,37212,9,5
S,S01006958,6.458244076,4,3,6.133807879,9,9,37213,9,5
E,E01008556,6.133,6.2,5,6.133,9,9,37214,9,5
E,E01018587,6.131,4.5,4.3,6.131,9,9,37215,9,5
W,W01000781,1.7,5,4,6.130236806,10,9,37216,9,5
S,S01007393,6.821810572,6,3,6.130052782,9,9,37217,9,5
S,S01007539,7.175035877,4,5,6.129767382,9,9,37218,9,5
E,E01012180,6.129,2.8,5.1,6.129,9,9,37219,9,5
S,S01009952,7.539447775,6,5,6.127102187,9,9,37220,9,5
E,E01029506,6.127,4.6,5.9,6.127,9,9,37221.5,9,5
E,E01022063,6.127,6.3,4.4,6.127,9,9,37221.5,9,5
E,E01008723,6.126,2.4,5,6.126,9,9,37223,9,5
E,E01019017,6.124,4.4,3.7,6.124,9,9,37224,9,5
E,E01004842,6.123,4,5.1,6.123,9,9,37225,9,5
E,E01013252,6.121,5.1,5.2,6.121,9,9,37226,9,5
E,E01029785,6.12,2.9,4.3,6.12,9,9,37227,9,5
E,E01008472,6.117,4.5,5,6.117,9,9,37228,9,5
S,S01008937,6.4448465,4,3,6.11653557,9,9,37229,9,5
E,E01028425,6.116,3.3,1.8,6.116,9,9,37230.5,9,5
E,E01021619,6.116,3.5,2.6,6.116,9,9,37230.5,9,5
E,E01006932,6.115,4.1,5.5,6.115,9,9,37233,9,5
E,E01000456,6.115,3.9,4.1,6.115,9,9,37233,9,5
E,E01025984,6.115,4.7,4.1,6.115,9,9,37233,9,5
S,S01008338,5.172587501,1,1,6.113165173,10,9,37235,9,5
E,E01018581,6.113,4.1,5.4,6.113,9,9,37236.5,9,5
E,E01021560,6.113,5.5,4.1,6.113,9,9,37236.5,9,5
E,E01022882,6.112,2.8,3,6.112,9,9,37238,9,5
S,S01008231,5.897663208,3,2,6.111403544,9,9,37239,9,5
S,S01009517,6.440570431,4,3,6.111022811,9,9,37240,9,5
E,E01012996,6.11,3.7,3.7,6.11,9,9,37241,9,5
E,E01025022,6.109,4.7,4.7,6.109,9,9,37243.5,9,5
E,E01015431,6.109,1.3,2,6.109,9,9,37243.5,9,5
E,E01021445,6.109,3.4,3,6.109,9,9,37243.5,9,5
E,E01029748,6.109,2.3,3.3,6.109,9,9,37243.5,9,5
E,E01025566,6.107,5.1,5.5,6.107,9,9,37246.5,9,5
E,E01017573,6.107,3.4,3.4,6.107,9,9,37246.5,9,5
S,S01008069,6.253880689,3,3,6.106574851,9,9,37248,9,5
E,E01002430,6.105,2.4,3.4,6.105,9,9,37250,9,5
E,E01000880,6.105,3.5,2.7,6.105,9,9,37250,9,5
E,E01000344,6.105,3.4,4.2,6.105,9,9,37250,9,5
S,S01007378,5.165659606,1,1,6.104233652,10,9,37252,9,5
E,E01013414,6.104,4.3,3.7,6.104,9,9,37253,9,5
S,S01009495,5.348419674,2,1,6.10361543,9,9,37254,9,5
S,S01010376,6.616791885,5,3,6.101974934,9,9,37255,9,5
S,S01010190,6.249618059,3,3,6.101079419,9,9,37256,9,5
S,S01008594,6.249490222,3,3,6.100914611,9,9,37257,9,5
S,S01013039,5.706225645,2,2,6.100834638,9,9,37258,9,5
E,E01017429,6.1,4.4,3.8,6.1,9,9,37259,9,5
E,E01011398,6.099,3,3.7,6.099,9,9,37260,9,5
E,E01003880,6.098,4.8,3.1,6.098,9,9,37262,9,5
E,E01028213,6.098,3.8,5,6.098,9,9,37262,9,5
E,E01003464,6.098,2.6,2.3,6.098,9,9,37262,9,5
E,E01031158,6.097,3.7,5.4,6.097,9,9,37264.5,9,5
E,E01012518,6.097,4.4,3.5,6.097,9,9,37264.5,9,5
S,S01011365,6.245226551,3,3,6.095417837,9,9,37266,9,5
E,E01027120,6.095,5.2,4.8,6.095,9,9,37267,9,5
E,E01004803,6.094,3.6,4.2,6.094,9,9,37268.5,9,5
E,E01003885,6.094,4.3,3.6,6.094,9,9,37268.5,9,5
E,E01012919,6.092,2.7,3.2,6.092,9,9,37270,9,5
E,E01010774,6.091,4.4,3.7,6.091,9,9,37271,9,5
E,E01012375,6.09,3.5,4.1,6.09,9,9,37272.5,9,5
E,E01022565,6.09,5,4.7,6.09,9,9,37272.5,9,5
E,E01021395,6.089,4.7,4.5,6.089,9,9,37274,9,5
W,W01001769,1.9,2,2,6.088422024,10,9,37275,9,5
S,S01007769,6.966226513,5,4,6.08840171,9,9,37276,9,5
E,E01022080,6.088,5,3.5,6.088,9,9,37277,9,5
E,E01014789,6.087,1.4,1.7,6.087,9,9,37278,9,5
E,E01000829,6.085,4.9,3.6,6.085,9,9,37279,9,5
S,S01010307,6.602604126,5,3,6.083683913,9,9,37280,9,5
S,S01009693,6.052516137,2,3,6.083207957,9,9,37281,9,5
E,E01013579,6.083,4.4,3.4,6.083,9,9,37282,9,5
E,E01025733,6.082,5.9,3.8,6.082,9,9,37284,9,5
E,E01029315,6.082,4.7,5.5,6.082,9,9,37284,9,5
E,E01032990,6.082,2.5,2.3,6.082,9,9,37284,9,5
E,E01024745,6.078,3.9,3.5,6.078,9,9,37286,9,5
E,E01021256,6.077,1.8,3.8,6.077,9,9,37288,9,5
E,E01032012,6.077,2.7,4.6,6.077,9,9,37288,9,5
E,E01013357,6.077,3.9,3,6.077,9,9,37288,9,5
S,S01010004,6.956945977,5,4,6.076437136,9,9,37290,9,5
S,S01006862,6.589919061,3,4,6.075731019,9,9,37291,9,5
E,E01024415,6.074,2.7,3.5,6.074,9,9,37292,9,5
E,E01016407,6.073,4.6,3.9,6.073,9,9,37293.5,9,5
E,E01023097,6.073,3.2,3.2,6.073,9,9,37293.5,9,5
E,E01010210,6.072,3.4,3.1,6.072,9,9,37295.5,9,5
E,E01029573,6.072,4.4,3.4,6.072,9,9,37295.5,9,5
E,E01013426,6.071,4,4.2,6.071,9,9,37297,9,5
E,E01020414,6.07,6.7,5.8,6.07,9,9,37298.5,9,5
E,E01002960,6.07,5.2,2.6,6.07,9,9,37298.5,9,5
E,E01005413,6.069,3.3,3.7,6.069,9,9,37301,9,5
E,E01010154,6.069,3,2.9,6.069,9,9,37301,9,5
E,E01003828,6.069,4.1,4.1,6.069,9,9,37301,9,5
E,E01003809,6.067,2.4,2.2,6.067,9,9,37303.5,9,5
E,E01014792,6.067,5.3,5.3,6.067,9,9,37303.5,9,5
S,S01008591,6.405685853,4,3,6.066049211,9,9,37305,9,5
E,E01023265,6.066,5.8,4.8,6.066,9,9,37306,9,5
E,E01028401,6.065,6.3,5.7,6.065,9,9,37307,9,5
E,E01031953,6.064,4.6,4.6,6.064,9,9,37308.5,9,5
E,E01019288,6.064,1.6,3.3,6.064,9,9,37308.5,9,5
E,E01022282,6.062,3.4,4.3,6.062,9,9,37310.5,9,5
E,E01022073,6.062,5.3,4,6.062,9,9,37310.5,10,5
E,E01028727,6.061,3.3,4.1,6.061,9,9,37312.5,10,5
E,E01021280,6.061,3.1,4.5,6.061,9,9,37312.5,10,5
E,E01010681,6.058,2.4,3.7,6.058,9,9,37315,10,5
E,E01022145,6.058,3.8,4.5,6.058,9,9,37315,10,5
E,E01002512,6.058,4.9,3.4,6.058,9,9,37315,10,5
E,E01011939,6.057,2.2,3.2,6.057,9,9,37318.5,10,5
E,E01022307,6.057,2.7,2.6,6.057,9,9,37318.5,10,5
E,E01025512,6.057,6.8,4.7,6.057,9,9,37318.5,10,5
E,E01031412,6.057,3.3,5.5,6.057,9,9,37318.5,10,5
S,S01008668,6.215007364,3,3,6.056458912,9,9,37321,10,5
S,S01009757,6.031543856,2,3,6.05617025,9,9,37322,10,5
E,E01022099,6.056,2.1,2.1,6.056,9,9,37323,10,5
E,E01018237,6.055,5.5,4.7,6.055,9,9,37324,10,5
E,E01033508,6.053,5.5,2.7,6.053,9,9,37326,10,5
E,E01031389,6.053,2.6,3.9,6.053,9,9,37326,10,5
E,E01032753,6.053,2.4,2,6.053,9,9,37326,10,5
E,E01020333,6.052,4.5,5.6,6.052,9,9,37328.5,10,5
E,E01015445,6.052,5,4.1,6.052,9,9,37328.5,10,5
E,E01021693,6.051,5.3,5.6,6.051,9,9,37330.5,10,5
E,E01016299,6.051,6.9,4,6.051,9,9,37330.5,10,5
E,E01017456,6.05,4.3,5.6,6.05,9,9,37334,10,5
E,E01013025,6.05,6,5.4,6.05,9,9,37334,10,5
E,E01000962,6.05,3.7,2.9,6.05,9,9,37334,10,5
E,E01019751,6.05,4.9,5.1,6.05,9,9,37334,10,5
E,E01030920,6.05,5.9,3.3,6.05,9,9,37334,10,5
W,W01000282,2.1,5,2,6.049628645,10,9,37337,10,5
E,E01029868,6.049,3.4,2.7,6.049,9,9,37338,10,5
E,E01031683,6.048,5.1,3.8,6.048,9,9,37340,10,5
E,E01022595,6.048,3.4,4,6.048,9,9,37340,10,5
E,E01019829,6.048,4.7,6.7,6.048,9,9,37340,10,5
E,E01000807,6.047,3.9,3.9,6.047,9,9,37342,10,5
E,E01032593,6.046,3.4,5,6.046,9,9,37343.5,10,5
E,E01018692,6.046,2.3,2.7,6.046,9,9,37343.5,10,5
E,E01027482,6.045,4.6,5.2,6.045,9,9,37345.5,10,5
E,E01031001,6.045,3.4,3,6.045,9,9,37345.5,10,5
E,E01005748,6.044,3.6,5.3,6.044,9,9,37347,10,5
E,E01031277,6.043,4.5,5.1,6.043,9,9,37348.5,10,5
E,E01024980,6.043,5.5,4.4,6.043,9,9,37348.5,10,5
E,E01017533,6.042,2.7,4.2,6.042,9,9,37350.5,10,5
E,E01021748,6.042,4.1,3.4,6.042,9,9,37350.5,10,5
S,S01013270,5.843592046,3,2,6.041694378,9,9,37352,10,5
E,E01019587,6.041,4.3,5.2,6.041,9,9,37354,10,5
E,E01031805,6.041,4.3,4.4,6.041,9,9,37354,10,5
E,E01016572,6.041,6.1,5.5,6.041,9,9,37354,10,5
E,E01010570,6.04,2.7,2.9,6.04,9,9,37357,10,5
E,E01009415,6.04,3.9,3.7,6.04,9,9,37357,10,5
E,E01023580,6.04,6.9,3.2,6.04,9,9,37357,10,5
S,S01013071,5.65869486,2,2,6.039557402,9,9,37359,10,5
E,E01004606,6.039,1.9,1.3,6.039,9,9,37361,10,5
E,E01030820,6.039,2.6,2.9,6.039,9,9,37361,10,5
E,E01023849,6.039,3.6,2.7,6.039,9,9,37361,10,5
S,S01006795,7.470851811,6,5,6.038667478,9,9,37363,10,5
E,E01022495,6.038,3.5,3.2,6.038,9,9,37365,10,5
E,E01002158,6.038,3.8,2.9,6.038,9,9,37365,10,5
E,E01006094,6.038,4.4,4.2,6.038,9,9,37365,10,5
E,E01032177,6.037,5.1,4.5,6.037,9,9,37367.5,10,5
E,E01018038,6.037,4.6,3.8,6.037,9,9,37367.5,10,5
W,W01000840,1.6,5,4,6.036553353,10,9,37369,10,5
E,E01020236,6.035,5,3.3,6.035,9,9,37371,10,5
E,E01014436,6.035,6.5,3.3,6.035,9,9,37371,10,5
E,E01000848,6.035,4.4,2.8,6.035,9,9,37371,10,5
S,S01008089,6.381268068,4,3,6.034569521,9,9,37373,10,5
S,S01008398,6.381094093,4,3,6.03434523,9,9,37374,10,5
S,S01007684,5.831036564,1,3,6.033908544,9,9,37375,10,5
S,S01009929,6.746279461,6,3,6.032677203,9,9,37376,10,5
E,E01008674,6.031,3.3,5.6,6.031,9,9,37377.5,10,5
E,E01027507,6.031,2.4,2.7,6.031,9,9,37377.5,10,5
E,E01025831,6.03,4.8,4.2,6.03,9,9,37379.5,10,5
E,E01008322,6.03,4.4,5.6,6.03,9,9,37379.5,10,5
E,E01009801,6.029,4.2,4.7,6.029,9,9,37381,10,5
E,E01021409,6.027,4,3,6.027,9,9,37382,10,5
S,S01008614,6.557702139,5,3,6.025795753,9,9,37383,10,5
E,E01028712,6.025,4.8,3.2,6.025,9,9,37384,10,5
S,S01008523,5.10353626,1,1,6.024143517,10,9,37385,10,5
E,E01019894,6.023,4.8,5.7,6.023,9,9,37386,10,5
E,E01011570,6.021,4.8,3.9,6.021,9,9,37387.5,10,5
E,E01003877,6.021,4,3.8,6.021,9,9,37387.5,10,5
E,E01005740,6.02,3.4,3.8,6.02,9,9,37389.5,10,5
E,E01000770,6.02,3.6,2.9,6.02,9,9,37389.5,10,5
E,E01029711,6.019,3.9,3,6.019,9,9,37391,10,5
S,S01011840,7.094803124,6,4,6.017929552,9,9,37392,10,5
E,E01005803,6.016,3.7,3.1,6.016,9,9,37393.5,10,5
E,E01009543,6.016,2.6,3.3,6.016,9,9,37393.5,10,5
E,E01025817,6.015,4,3.5,6.015,9,9,37396,10,5
E,E01008551,6.015,3.3,4.2,6.015,9,9,37396,10,5
E,E01013559,6.015,4,3.9,6.015,9,9,37396,10,5
E,E01004893,6.014,4,4.2,6.014,9,9,37398,10,5
E,E01009461,6.013,3.2,4.7,6.013,9,9,37400,10,5
E,E01003458,6.013,4.1,3.1,6.013,9,9,37400,10,5
E,E01030635,6.013,4.6,4.4,6.013,9,9,37400,10,5
S,S01013392,5.997665693,2,3,6.012494132,9,9,37402,10,5
E,E01024799,6.012,4.6,6.2,6.012,9,9,37403,10,5
E,E01030453,6.011,3.6,3,6.011,9,9,37404,10,5
E,E01022013,6.009,4.4,3.5,6.009,9,9,37405,10,5
E,E01032072,6.007,5,4.5,6.007,9,9,37407,10,5
E,E01022789,6.007,4.1,4.2,6.007,9,9,37407,10,5
E,E01021947,6.007,4,4.5,6.007,9,9,37407,10,5
E,E01019590,6.005,4.2,5,6.005,9,9,37409,10,5
E,E01013543,6.004,2.6,3.6,6.004,9,9,37410.5,10,5
E,E01021238,6.004,1.7,1.7,6.004,9,9,37410.5,10,5
E,E01016263,6.003,4,2.5,6.003,9,9,37412,10,5
E,E01024972,6.001,3.6,4.8,6.001,9,9,37413.5,10,5
E,E01022359,6.001,6.3,4.1,6.001,9,9,37413.5,10,5
E,E01006062,5.999,3.7,5,5.999,9,9,37415,10,5
E,E01020192,5.998,6.1,5.3,5.998,9,9,37417,10,5
E,E01023566,5.998,2.7,2.4,5.998,9,9,37417,10,5
E,E01023742,5.998,4.8,3.7,5.998,9,9,37417,10,5
E,E01014172,5.997,3.5,4.1,5.997,9,9,37419,10,5
W,W01000879,1.8,5,3,5.996249273,10,9,37420,10,5
E,E01033173,5.996,3.9,3.5,5.996,9,9,37422.5,10,5
E,E01030614,5.996,5.1,4.8,5.996,9,9,37422.5,10,5
E,E01000832,5.996,3.4,3.4,5.996,9,9,37422.5,10,5
E,E01023181,5.996,3.9,3.8,5.996,9,9,37422.5,10,5
E,E01024814,5.995,5.1,4.9,5.995,9,9,37425.5,10,5
E,E01005806,5.995,3.8,4.6,5.995,9,9,37425.5,10,5
E,E01003808,5.994,5.3,3.5,5.994,9,9,37427,10,5
S,S01012569,5.622699929,2,2,5.993152321,9,9,37428,10,5
S,S01008729,6.348424014,4,3,5.992226588,9,9,37429,10,5
E,E01027020,5.989,5.2,4,5.989,9,9,37431,10,5
E,E01004098,5.989,6,3.1,5.989,9,9,37431,10,5
E,E01021208,5.989,4.2,4.6,5.989,9,9,37431,10,5
E,E01023375,5.988,5.2,4.3,5.988,9,9,37433,10,5
S,S01011477,6.338596257,2,4,5.987957369,9,9,37434,10,5
E,E01026852,5.987,4.8,2.7,5.987,9,9,37435.5,10,5
E,E01009914,5.987,4.4,5.4,5.987,9,9,37435.5,10,5
E,E01003356,5.985,4.7,3.5,5.985,9,9,37437,10,5
S,S01006814,6.518651309,3,4,5.983851811,9,9,37438,10,5
S,S01008295,6.51861637,3,4,5.983806767,9,9,37439,10,5
E,E01017460,5.983,3.1,2.7,5.983,9,9,37440,10,5
E,E01010227,5.982,4.6,3.2,5.982,9,9,37441,10,5
E,E01030343,5.981,3.7,2.3,5.981,9,9,37442,10,5
E,E01030331,5.98,5.8,3.9,5.98,9,9,37443.5,10,5
E,E01025975,5.98,5.4,5.2,5.98,9,9,37443.5,10,5
E,E01010180,5.979,4,4.8,5.979,9,9,37445.5,10,5
E,E01021579,5.979,4.5,4.3,5.979,9,9,37445.5,10,5
E,E01031685,5.978,5.2,4.3,5.978,9,9,37447,10,5
S,S01006763,6.160407796,5,2,5.977667681,9,9,37448,10,5
S,S01011468,5.61014752,2,2,5.97696961,9,9,37449,10,5
E,E01030381,5.976,5.4,2.9,5.976,9,9,37450.5,10,5
E,E01019779,5.976,3.8,5.3,5.976,9,9,37450.5,10,5
S,S01008968,6.151939466,3,3,5.975151051,9,9,37452,10,5
E,E01009826,5.975,4.2,5.7,5.975,9,9,37453,10,5
S,S01008671,6.518278192,5,3,5.974969945,9,9,37454,10,5
S,S01010407,5.973747393,4,2,5.973257544,9,9,37455,10,5
E,E01030446,5.973,3.9,2.4,5.973,9,9,37456,10,5
S,S01008054,6.87612287,5,4,5.972239054,9,9,37457,10,5
E,E01031200,5.971,4,4.7,5.971,9,9,37459,10,5
E,E01000899,5.971,1.3,1,5.971,9,9,37459,10,5
E,E01006825,5.971,3.5,4.5,5.971,9,9,37459,10,5
S,S01007941,5.604868772,2,2,5.970164188,9,9,37461,10,5
E,E01020702,5.97,2.5,2.2,5.97,9,9,37463,10,5
E,E01025467,5.97,4.4,4.8,5.97,9,9,37463,10,5
E,E01013703,5.97,3.8,2.9,5.97,9,9,37463,10,5
S,S01008330,6.690960532,4,4,5.96976024,9,9,37465,10,5
E,E01028491,5.969,4.9,3.5,5.969,9,9,37466.5,10,5
E,E01022785,5.969,4,3.6,5.969,9,9,37466.5,10,5
E,E01028935,5.968,5.2,5.8,5.968,9,9,37468,10,5
E,E01031289,5.967,3.5,3.8,5.967,9,9,37470,10,5
E,E01017572,5.967,4.1,4.1,5.967,9,9,37470,10,5
E,E01009665,5.967,3.9,2.8,5.967,9,9,37470,10,5
S,S01011853,6.14492182,3,3,5.96610382,9,9,37472,10,5
E,E01009724,5.966,4.1,4.7,5.966,9,9,37473,10,5
E,E01020600,5.965,3.7,4.1,5.965,9,9,37474,10,5
E,E01004650,5.964,3.8,2.5,5.964,9,9,37475,10,5
S,S01010384,5.783150665,3,2,5.963772653,9,9,37476,10,5
E,E01027900,5.962,4.2,3.7,5.962,9,9,37477.5,10,5
E,E01007021,5.962,3.9,4.7,5.962,9,9,37477.5,10,5
S,S01006926,5.774036736,1,3,5.960423709,9,9,37479,10,5
E,E01019925,5.96,5,5.1,5.96,9,9,37480,10,5
E,E01007025,5.959,4.4,4.3,5.959,9,9,37481,10,5
E,E01013561,5.958,3.7,5,5.958,9,9,37482,10,5
S,S01008097,6.321247738,4,3,5.95719062,9,9,37483,10,5
E,E01030830,5.955,3.7,3.9,5.955,9,9,37484.5,10,5
E,E01033721,5.955,4.9,4.4,5.955,9,9,37484.5,10,5
E,E01027767,5.952,5.3,5.9,5.952,9,9,37486.5,10,5
E,E01022455,5.952,4.8,4.9,5.952,9,9,37486.5,10,5
S,S01008740,5.773227356,3,2,5.950979408,9,9,37488,10,5
S,S01012141,6.859399693,5,4,5.950679341,9,9,37489,10,5
S,S01007573,5.772514636,3,2,5.950060562,9,9,37490,10,5
E,E01022115,5.95,3.2,4.6,5.95,9,9,37491,10,5
E,E01021453,5.947,4.5,5.3,5.947,9,9,37492,10,5
E,E01013365,5.946,4.3,4.3,5.946,9,9,37493,10,5
E,E01027367,5.945,3.9,4.3,5.945,9,9,37494,10,5
S,S01013274,6.12837533,3,3,5.944771895,9,9,37495,10,5
E,E01012924,5.944,4.3,5.5,5.944,9,9,37496.5,10,5
E,E01003797,5.944,2.9,1.6,5.944,9,9,37496.5,10,5
E,E01003363,5.943,4,3.3,5.943,9,9,37498,10,5
E,E01015697,5.942,5.3,3.6,5.942,9,9,37499,10,5
S,S01008340,6.674162031,6,3,5.939702581,9,9,37500,10,5
E,E01028634,5.939,5.2,4.4,5.939,9,9,37501.5,10,5
E,E01024626,5.939,3.2,2.3,5.939,9,9,37501.5,10,5
S,S01009112,5.940443935,2,3,5.93872318,9,9,37503,10,5
E,E01021927,5.938,4.3,4.7,5.938,9,9,37505,10,5
E,E01000409,5.938,3.6,3.9,5.938,9,9,37505,10,5
E,E01030940,5.938,4.1,4,5.938,9,9,37505,10,5
S,S01010575,7.38623559,4,6,5.937980108,9,9,37507,10,5
S,S01010817,6.30557101,4,3,5.936980001,9,9,37508,10,5
E,E01018154,5.936,5.3,4.7,5.936,9,9,37509.5,10,5
E,E01020391,5.936,4.2,5.5,5.936,9,9,37509.5,10,5
E,E01009549,5.935,3.6,3.4,5.935,9,9,37512,10,5
E,E01009433,5.935,2.6,3,5.935,9,9,37512,10,5
E,E01017888,5.935,2.3,2.4,5.935,9,9,37512,10,5
E,E01028683,5.934,4.2,4.8,5.934,9,9,37514,10,5
E,E01025991,5.933,4.9,3.5,5.933,9,9,37515,10,5
E,E01027289,5.932,5.1,4.7,5.932,9,9,37516,10,5
E,E01028600,5.931,4.4,2.8,5.931,9,9,37517.5,10,5
E,E01033517,5.931,2.2,1,5.931,9,9,37517.5,10,5
S,S01012950,5.574448785,2,2,5.930946389,9,9,37519,10,5
E,E01003747,5.927,4.2,3.1,5.927,9,9,37520,10,5
E,E01017604,5.926,3.1,3.1,5.926,9,9,37521,10,5
S,S01006515,5.02710153,1,1,5.925602981,10,9,37522,10,5
E,E01013372,5.923,5.3,4.8,5.923,9,9,37523,10,5
E,E01007261,5.922,3.2,4.9,5.922,9,9,37524,10,5
E,E01016345,5.921,5.3,4.4,5.921,9,9,37525,10,5
E,E01025870,5.92,3.3,3.3,5.92,9,9,37526.5,10,5
E,E01023701,5.92,5.8,3.3,5.92,9,9,37526.5,10,5
E,E01018349,5.919,5.3,5.1,5.919,9,9,37528,10,5
S,S01008434,6.108238127,3,3,5.918810781,9,9,37529,10,5
E,E01005022,5.918,3.7,3.3,5.918,9,9,37530,10,5
S,S01008639,7.193055374,5,5,5.916763716,9,9,37531,10,5
E,E01017607,5.915,2.9,1.9,5.915,9,9,37532,10,5
S,S01008042,6.647980194,4,4,5.914349493,9,9,37533,10,5
E,E01025614,5.914,5.2,4.4,5.914,9,9,37534.5,10,5
E,E01006264,5.914,2.7,5.5,5.914,9,9,37534.5,10,5
E,E01032035,5.909,3.8,4.5,5.909,9,9,37536,10,5
E,E01022954,5.908,4.1,4.3,5.908,10,10,37538,10,5
E,E01030179,5.908,4.8,3.6,5.908,10,10,37538,10,5
E,E01030672,5.908,1.3,0.6,5.908,10,10,37538,10,5
E,E01023553,5.907,3.8,4.5,5.907,10,10,37540,10,5
E,E01029412,5.906,4.8,4.1,5.906,10,10,37541,10,5
S,S01006849,5.914785547,2,3,5.905644091,9,10,37542,10,5
E,E01011179,5.905,3.6,3,5.905,10,10,37543.5,10,5
E,E01014102,5.905,4.1,3.8,5.905,10,10,37543.5,10,5
E,E01025403,5.904,3.5,3.6,5.904,10,10,37545.5,10,5
E,E01028601,5.904,1.7,0.8,5.904,10,10,37545.5,10,5
E,E01025259,5.903,4.2,4.6,5.903,10,10,37547.5,10,5
E,E01031592,5.903,2.2,2.9,5.903,10,10,37547.5,10,5
E,E01000120,5.902,6.1,3.6,5.902,10,10,37549.5,10,5
E,E01031741,5.902,5.6,3.5,5.902,10,10,37549.5,10,5
S,S01007686,6.638224448,4,4,5.901772273,9,10,37551,10,5
E,E01003879,5.901,2.5,1.6,5.901,10,10,37552,10,5
E,E01016237,5.9,4.1,3.5,5.9,10,10,37553.5,10,5
E,E01025737,5.9,5.2,3.2,5.9,10,10,37553.5,10,5
E,E01000670,5.899,3.8,2.8,5.899,10,10,37555,10,5
S,S01011379,5.909426824,2,3,5.898735563,9,10,37556,10,5
E,E01008466,5.898,3.2,4.7,5.898,10,10,37557,10,5
S,S01006737,5.907817348,2,3,5.896660608,9,10,37558,10,5
